2025-05-18,2
2025-05-19,0
2025-05-20,30
2025-05-21,3
2025-05-22,43
2025-05-23,6
2025-05-24,32
2025-05-25,14
2025-05-26,17
2025-05-27,3
2025-05-28,17
2025-05-29,97
2025-05-30,9
2025-05-31,24
2025-06-01,17
2025-06-02,0
2025-06-03,41
2025-06-04,33
2025-06-05,103
2025-06-06,35
2025-06-07,26
2025-06-08,31
2025-06-09,91
2025-06-10,137
2025-06-11,110
2025-06-12,79
